Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000196664,ENSG00000196664.5,TLR7,X
ENSG00000101916,ENSG00000101916.11,TLR8,X
ENSG00000182378,ENSG00000182378.14,PLCXD1,X
ENSG00000233338,ENSG00000233338.1,TLR8-AS1,X
ENSG00000230317,ENSG00000230317.2,LINC01284,X
ENSG00000187690,ENSG00000187690.4,EZHIP,X
ENSG00000287767,ENSG00000287767.1,AC233976.2,X
ENSG00000122824,ENSG00000122824.11,NUDT10,X
ENSG00000242186,ENSG00000242186.1,AC231760.1,X
ENSG00000226530,ENSG00000226530.2,AL158055.1,X
ENSG00000287585,ENSG00000287585.1,AC231656.1,X
ENSG00000237926,ENSG00000237926.1,AC239367.3,X
ENSG00000229151,ENSG00000229151.2,AC233976.1,X
ENSG00000196368,ENSG00000196368.5,NUDT11,X
ENSG00000226222,ENSG00000226222.3,AC079168.1,X
ENSG00000236836,ENSG00000236836.1,PCYT1B-AS1,X
ENSG00000102230,ENSG00000102230.14,PCYT1B,X
ENSG00000287776,ENSG00000287776.1,AL513487.1,X
ENSG00000205542,ENSG00000205542.11,TMSB4X,X
ENSG00000226179,ENSG00000226179.6,LINC00685,X
ENSG00000224735,ENSG00000224735.1,BX323845.1,X
ENSG00000226110,ENSG00000226110.2,BX323845.2,X
ENSG00000229037,ENSG00000229037.2,BX323845.3,X
ENSG00000235916,ENSG00000235916.1,AC233279.1,X
ENSG00000156709,ENSG00000156709.14,AIFM1,X
ENSG00000221867,ENSG00000221867.9,MAGEA3,X
ENSG00000268902,ENSG00000268902.3,CSAG2,X
ENSG00000234766,ENSG00000234766.2,LINC01496,X
ENSG00000224109,ENSG00000224109.3,CENPVL3,X
ENSG00000236487,ENSG00000236487.2,AC079168.2,X
ENSG00000232794,ENSG00000232794.1,HNRNPDP1,X
ENSG00000283093,ENSG00000283093.1,CENPVL2,X
ENSG00000223591,ENSG00000223591.5,CENPVL1,X
ENSG00000183305,ENSG00000183305.13,MAGEA2B,X
ENSG00000167393,ENSG00000167393.18,PPP2R3B,X
ENSG00000189369,ENSG00000189369.9,GSPT2,X
ENSG00000232496,ENSG00000232496.2,RPL3P12,X
ENSG00000147202,ENSG00000147202.18,DIAPH2,X
ENSG00000281849,ENSG00000281849.3,AL732314.6,X
ENSG00000280767,ENSG00000280767.3,AL732314.4,X
ENSG00000234958,ENSG00000234958.6,FABP5P13,X
ENSG00000229232,ENSG00000229232.6,KRT18P53,X
ENSG00000185960,ENSG00000185960.14,SHOX,X
ENSG00000237531,ENSG00000237531.6,AL672277.1,X
ENSG00000224236,ENSG00000224236.3,MRRFP1,X
ENSG00000225661,ENSG00000225661.7,RPL14P5,X
ENSG00000226010,ENSG00000226010.1,AL355852.1,X
ENSG00000184675,ENSG00000184675.11,AMER1,X
ENSG00000198881,ENSG00000198881.10,ASB12,X
ENSG00000287370,ENSG00000287370.1,AL356317.2,X
ENSG00000275800,ENSG00000275800.1,EIF5P2,X
ENSG00000131828,ENSG00000131828.14,PDHA1,X
ENSG00000205755,ENSG00000205755.12,CRLF2,X
ENSG00000129680,ENSG00000129680.16,MAP7D3,X
ENSG00000198930,ENSG00000198930.13,CSAG1,X
ENSG00000180815,ENSG00000180815.14,MAP3K15,X
ENSG00000230079,ENSG00000230079.1,STK24P1,X
ENSG00000002586,ENSG00000002586.20,CD99,X
ENSG00000286650,ENSG00000286650.1,AL139234.1,X
ENSG00000134594,ENSG00000134594.5,RAB33A,X
ENSG00000204086,ENSG00000204086.4,RPA4,X
ENSG00000236256,ENSG00000236256.9,DIAPH2-AS1,X
ENSG00000213754,ENSG00000213754.2,AL356317.1,X
ENSG00000102043,ENSG00000102043.16,MTMR8,X
ENSG00000214628,ENSG00000214628.3,NDUFB5P2,X
ENSG00000056277,ENSG00000056277.16,ZNF280C,X
ENSG00000283349,ENSG00000283349.3,PFN5P,X
ENSG00000102100,ENSG00000102100.16,SLC35A2,X
ENSG00000125675,ENSG00000125675.18,GRIA3,X
ENSG00000147166,ENSG00000147166.11,ITGB1BP2,X
ENSG00000156920,ENSG00000156920.11,ADGRG4,X
ENSG00000187268,ENSG00000187268.12,FAM9C,X
ENSG00000261030,ENSG00000261030.1,AC079171.1,X
ENSG00000235385,ENSG00000235385.2,LINC02154,X
ENSG00000242599,ENSG00000242599.7,CSAG4,X
ENSG00000213401,ENSG00000213401.10,MAGEA12,X
ENSG00000179101,ENSG00000179101.5,AL590139.1,X
ENSG00000229733,ENSG00000229733.1,AL030996.1,X
ENSG00000228466,ENSG00000228466.1,TUBB4AP1,X
ENSG00000123594,ENSG00000123594.5,ATXN3L,X
ENSG00000231216,ENSG00000231216.1,AC004674.1,X
ENSG00000102239,ENSG00000102239.5,BRS3,X
ENSG00000225046,ENSG00000225046.2,AL035423.1,X
ENSG00000230889,ENSG00000230889.2,SHC1P1,X
ENSG00000227261,ENSG00000227261.1,YWHAZP7,X
ENSG00000226502,ENSG00000226502.2,KRT8P27,X
ENSG00000225814,ENSG00000225814.1,GRPEL2P2,X
ENSG00000236982,ENSG00000236982.1,BLOC1S2P1,X
ENSG00000126970,ENSG00000126970.16,ZC4H2,X
ENSG00000102241,ENSG00000102241.12,HTATSF1,X
ENSG00000231447,ENSG00000231447.1,AC244102.1,X
ENSG00000102243,ENSG00000102243.13,VGLL1,X
ENSG00000233093,ENSG00000233093.6,LINC00892,X
ENSG00000101868,ENSG00000101868.11,POLA1,X
ENSG00000286051,ENSG00000286051.1,AC244102.3,X
ENSG00000268606,ENSG00000268606.5,MAGEA2,X
ENSG00000102245,ENSG00000102245.7,CD40LG,X
ENSG00000268916,ENSG00000268916.6,CSAG3,X
ENSG00000197172,ENSG00000197172.10,MAGEA6,X
ENSG00000232472,ENSG00000232472.1,EEF1B2P3,X
ENSG00000124343,ENSG00000124343.13,XG,X
ENSG00000147400,ENSG00000147400.9,CETN2,X
ENSG00000235592,ENSG00000235592.1,AC004674.2,X
ENSG00000226985,ENSG00000226985.7,LINC01203,X
ENSG00000197582,ENSG00000197582.5,GPX1P1,X
ENSG00000102096,ENSG00000102096.9,PIM2,X
ENSG00000237971,ENSG00000237971.1,AL445523.1,X
ENSG00000225569,ENSG00000225569.1,CCT4P2,X
ENSG00000231857,ENSG00000231857.1,MORF4L1P5,X
ENSG00000237963,ENSG00000237963.1,AL441964.1,X
ENSG00000198223,ENSG00000198223.16,CSF2RA,X
ENSG00000102053,ENSG00000102053.12,ZC3H12B,X
ENSG00000227534,ENSG00000227534.1,Z83841.1,X
ENSG00000228158,ENSG00000228158.2,TLE1P1,X
ENSG00000004848,ENSG00000004848.8,ARX,X
ENSG00000235483,ENSG00000235483.1,GYG2-AS1,X
ENSG00000056998,ENSG00000056998.20,GYG2,X
ENSG00000214111,ENSG00000214111.3,AC002504.1,X
ENSG00000001497,ENSG00000001497.16,LAS1L,X
ENSG00000129675,ENSG00000129675.16,ARHGEF6,X
ENSG00000176812,ENSG00000176812.7,AC112778.1,X
ENSG00000229310,ENSG00000229310.1,RPP40P1,X
ENSG00000228519,ENSG00000228519.3,AC097263.1,X
ENSG00000233403,ENSG00000233403.1,AC121342.1,X
ENSG00000176774,ENSG00000176774.6,MAGEB18,X
ENSG00000271339,ENSG00000271339.1,AL683813.2,X
ENSG00000232446,ENSG00000232446.1,AC129850.1,X
ENSG00000232030,ENSG00000232030.3,MAGEB6B,X
ENSG00000227511,ENSG00000227511.1,AC005297.1,X
ENSG00000231164,ENSG00000231164.1,RPL7P56,X
ENSG00000176746,ENSG00000176746.6,MAGEB6,X
ENSG00000232644,ENSG00000232644.1,AC005297.2,X
ENSG00000188408,ENSG00000188408.5,MAGEB5,X
ENSG00000227942,ENSG00000227942.1,FRMD8P1,X
ENSG00000237171,ENSG00000237171.1,AC005297.3,X
ENSG00000228464,ENSG00000228464.1,AC073614.1,X
ENSG00000231388,ENSG00000231388.1,AC079178.2,X
ENSG00000230265,ENSG00000230265.1,AC079178.1,X
ENSG00000259849,ENSG00000259849.1,VENTXP1,X
ENSG00000225125,ENSG00000225125.2,RANP4,X
ENSG00000236160,ENSG00000236160.1,AC005345.1,X
ENSG00000232149,ENSG00000232149.1,FERP1,X
ENSG00000225400,ENSG00000225400.1,RAB28P5,X
ENSG00000232611,ENSG00000232611.1,AL683813.1,X
ENSG00000125676,ENSG00000125676.20,THOC2,X
ENSG00000216938,ENSG00000216938.3,RPL7P58,X
ENSG00000147274,ENSG00000147274.14,RBMX,X
ENSG00000236683,ENSG00000236683.3,HMGA1P1,X
ENSG00000226112,ENSG00000226112.1,FCF1P4,X
ENSG00000077264,ENSG00000077264.15,PAK3,X
ENSG00000242021,ENSG00000242021.2,AC112493.1,X
ENSG00000228933,ENSG00000228933.8,AC107419.1,X
ENSG00000233807,ENSG00000233807.1,AC097262.1,X
ENSG00000172943,ENSG00000172943.19,PHF8,X
ENSG00000235642,ENSG00000235642.1,PTP4A1P5,X
ENSG00000225238,ENSG00000225238.1,Z93015.1,X
ENSG00000224960,ENSG00000224960.5,PPP4R3C,X
ENSG00000188937,ENSG00000188937.5,NYX,X
ENSG00000223391,ENSG00000223391.2,AC006210.1,X
ENSG00000238247,ENSG00000238247.2,AC006210.2,X
ENSG00000229851,ENSG00000229851.1,ARSD-AS1,X
ENSG00000006756,ENSG00000006756.16,ARSD,X
ENSG00000102078,ENSG00000102078.16,SLC25A14,X
ENSG00000224208,ENSG00000224208.1,AL590762.3,X
ENSG00000213706,ENSG00000213706.2,AL590762.2,X
ENSG00000198759,ENSG00000198759.12,EGFL6,X
ENSG00000233357,ENSG00000233357.2,RPL30P15,X
ENSG00000157399,ENSG00000157399.15,ARSE,X
ENSG00000147383,ENSG00000147383.11,NSDHL,X
ENSG00000147065,ENSG00000147065.17,MSN,X
ENSG00000231809,ENSG00000231809.4,NANOGP9,X
ENSG00000237307,ENSG00000237307.2,SRRM1P3,X
ENSG00000234062,ENSG00000234062.8,AL390879.1,X
ENSG00000232379,ENSG00000232379.1,RPL22P23,X
ENSG00000230376,ENSG00000230376.1,MEMO1P4,X
ENSG00000226902,ENSG00000226902.1,CHCHD2P1,X
ENSG00000276689,ENSG00000276689.1,AL450487.2,X
ENSG00000233833,ENSG00000233833.1,ETF1P3,X
ENSG00000165370,ENSG00000165370.2,GPR101,X
ENSG00000214748,ENSG00000214748.2,AL355309.1,X
ENSG00000237584,ENSG00000237584.1,RAC1P4,X
ENSG00000224765,ENSG00000224765.1,AL035443.1,X
ENSG00000229562,ENSG00000229562.1,ZFYVE9P1,X
ENSG00000283692,ENSG00000283692.2,Z96074.1,X
ENSG00000156925,ENSG00000156925.12,ZIC3,X
ENSG00000230039,ENSG00000230039.1,AL450487.1,X
ENSG00000183981,ENSG00000183981.8,MAGEA13P,X
ENSG00000214930,ENSG00000214930.2,KRT8P6,X
ENSG00000285989,ENSG00000285989.1,AL357123.1,X
ENSG00000237311,ENSG00000237311.3,AL034397.2,X
ENSG00000217835,ENSG00000217835.3,AL034397.1,X
ENSG00000274536,ENSG00000274536.7,AL034397.3,X
ENSG00000147262,ENSG00000147262.4,GPR119,X
ENSG00000279155,ENSG00000279155.1,AC233300.1,X
ENSG00000068308,ENSG00000068308.13,OTUD5,X
ENSG00000237025,ENSG00000237025.1,AL121601.2,X
ENSG00000101966,ENSG00000101966.12,XIAP,X
ENSG00000237331,ENSG00000237331.1,XIAP-AS1,X
ENSG00000189186,ENSG00000189186.10,DCAF8L2,X
ENSG00000229731,ENSG00000229731.1,AC107613.1,X
ENSG00000177689,ENSG00000177689.10,MAGEB10,X
ENSG00000226199,ENSG00000226199.1,AC112492.2,X
ENSG00000232834,ENSG00000232834.1,AC112492.4,X
ENSG00000228345,ENSG00000228345.2,AC112492.3,X
ENSG00000233243,ENSG00000233243.1,AC112492.5,X
ENSG00000224589,ENSG00000224589.1,AC112492.1,X
ENSG00000226372,ENSG00000226372.4,DCAF8L1,X
ENSG00000176896,ENSG00000176896.8,TCEANC,X
ENSG00000123595,ENSG00000123595.8,RAB9A,X
ENSG00000155659,ENSG00000155659.15,VSIG4,X
ENSG00000009694,ENSG00000009694.13,TENM1,X
ENSG00000223742,ENSG00000223742.1,AC112495.1,X
ENSG00000179222,ENSG00000179222.17,MAGED1,X
ENSG00000147394,ENSG00000147394.18,ZNF185,X
ENSG00000232412,ENSG00000232412.1,AL121601.1,X
ENSG00000236880,ENSG00000236880.1,Z85995.1,X
ENSG00000234349,ENSG00000234349.1,GLUD1P9,X
ENSG00000101972,ENSG00000101972.18,STAG2,X
ENSG00000224949,ENSG00000224949.2,AL589872.1,X
ENSG00000184083,ENSG00000184083.12,FAM120C,X
ENSG00000185825,ENSG00000185825.17,BCAP31,X
ENSG00000237994,ENSG00000237994.1,AC003659.1,X
ENSG00000169306,ENSG00000169306.10,IL1RAPL1,X
ENSG00000227393,ENSG00000227393.1,AL031575.1,X
ENSG00000226436,ENSG00000226436.1,AC002367.1,X
ENSG00000286939,ENSG00000286939.1,U82671.1,X
ENSG00000102057,ENSG00000102057.10,KCND1,X
ENSG00000224975,ENSG00000224975.1,INE1,X
ENSG00000130985,ENSG00000130985.17,UBA1,X
ENSG00000227592,ENSG00000227592.1,PIGFP3,X
ENSG00000270794,ENSG00000270794.1,AC005185.1,X
ENSG00000099399,ENSG00000099399.6,MAGEB2,X
ENSG00000198798,ENSG00000198798.5,MAGEB3,X
ENSG00000226031,ENSG00000226031.5,FGF13-AS1,X
ENSG00000214107,ENSG00000214107.8,MAGEB1,X
ENSG00000232183,ENSG00000232183.1,AL031386.1,X
ENSG00000129682,ENSG00000129682.16,FGF13,X
ENSG00000120289,ENSG00000120289.12,MAGEB4,X
ENSG00000196459,ENSG00000196459.14,TRAPPC2,X
ENSG00000236576,ENSG00000236576.1,AC241520.1,X
ENSG00000235975,ENSG00000235975.1,Z83313.1,X
ENSG00000276940,ENSG00000276940.1,PLCE1P1,X
ENSG00000169297,ENSG00000169297.8,NR0B1,X
ENSG00000134597,ENSG00000134597.16,RBMX2,X
ENSG00000120280,ENSG00000120280.6,CXorf21,X
ENSG00000215168,ENSG00000215168.2,AL139276.1,X
ENSG00000237294,ENSG00000237294.1,EIF4BP9,X
ENSG00000178556,ENSG00000178556.8,CKS1BP6,X
ENSG00000184343,ENSG00000184343.11,SRPK3,X
ENSG00000198883,ENSG00000198883.12,PNMA5,X
ENSG00000234200,ENSG00000234200.2,AC243591.1,X
ENSG00000229979,ENSG00000229979.1,AC243428.1,X
ENSG00000232368,ENSG00000232368.1,FTLP2,X
ENSG00000183837,ENSG00000183837.9,PNMA3,X
ENSG00000235961,ENSG00000235961.5,PNMA6A,X
ENSG00000268883,ENSG00000268883.2,PNMA6B,X
ENSG00000224931,ENSG00000224931.4,AC152010.1,X
ENSG00000198681,ENSG00000198681.7,MAGEA1,X
ENSG00000205667,ENSG00000205667.2,ARSH,X
ENSG00000235219,ENSG00000235219.1,AC236972.2,X
ENSG00000101986,ENSG00000101986.12,ABCD1,X
ENSG00000232725,ENSG00000232725.1,U52111.1,X
ENSG00000198753,ENSG00000198753.12,PLXNB3,X
ENSG00000226532,ENSG00000226532.1,AL022718.1,X
ENSG00000237426,ENSG00000237426.1,ZIK1P1,X
ENSG00000183918,ENSG00000183918.16,SH2D1A,X
ENSG00000147010,ENSG00000147010.18,SH3KBP1,X
ENSG00000232054,ENSG00000232054.1,NPM1P34,X
ENSG00000273877,ENSG00000273877.4,AC236972.3,X
ENSG00000282419,ENSG00000282419.3,TEX13D,X
ENSG00000234564,ENSG00000234564.1,HSPA8P20,X
ENSG00000231600,ENSG00000231600.1,AC236972.1,X
ENSG00000278803,ENSG00000278803.2,AC236972.4,X
ENSG00000225110,ENSG00000225110.3,PNMA6F,X
ENSG00000185291,ENSG00000185291.12,IL3RA,X
ENSG00000063587,ENSG00000063587.14,ZNF275,X
ENSG00000232249,ENSG00000232249.1,AC152007.1,X
ENSG00000214897,ENSG00000214897.5,PNMA6E,X
ENSG00000243468,ENSG00000243468.5,INGX,X
ENSG00000229601,ENSG00000229601.1,AL590762.4,X
ENSG00000215120,ENSG00000215120.2,AL590763.1,X
ENSG00000213018,ENSG00000213018.2,AL590762.1,X
ENSG00000147133,ENSG00000147133.15,TAF1,X
ENSG00000169100,ENSG00000169100.14,SLC25A6,X
ENSG00000046651,ENSG00000046651.15,OFD1,X
ENSG00000173954,ENSG00000173954.8,SNURFL,X
ENSG00000189420,ENSG00000189420.8,ZFP92,X
ENSG00000229331,ENSG00000229331.1,GK-IT1,X
ENSG00000198814,ENSG00000198814.12,GK,X
ENSG00000234566,ENSG00000234566.1,RPL7AP71,X
ENSG00000196632,ENSG00000196632.10,WNK3,X
ENSG00000241886,ENSG00000241886.1,AC112496.1,X
ENSG00000243055,ENSG00000243055.1,GK-AS1,X
ENSG00000236871,ENSG00000236871.7,LINC00106,X
ENSG00000062096,ENSG00000062096.15,ARSF,X
ENSG00000287160,ENSG00000287160.1,Z82195.3,X
ENSG00000221930,ENSG00000221930.6,DENND10P1,X
ENSG00000274775,ENSG00000274775.2,Z82195.2,X
ENSG00000271677,ENSG00000271677.1,Z82195.1,X
ENSG00000068400,ENSG00000068400.13,GRIPAP1,X
ENSG00000231944,ENSG00000231944.1,PHKA1-AS1,X
ENSG00000067177,ENSG00000067177.15,PHKA1,X
ENSG00000236017,ENSG00000236017.8,ASMTL-AS1,X
ENSG00000169093,ENSG00000169093.16,ASMTL,X
ENSG00000228827,ENSG00000228827.1,AL929410.1,X
ENSG00000232951,ENSG00000232951.1,IPO7P1,X
ENSG00000237528,ENSG00000237528.1,AL929410.2,X
ENSG00000232562,ENSG00000232562.1,TPMTP3,X
ENSG00000182776,ENSG00000182776.4,AC239585.1,X
ENSG00000279750,ENSG00000279750.3,AC239585.2,X
ENSG00000277876,ENSG00000277876.1,AC108359.1,X
ENSG00000238188,ENSG00000238188.1,AL049733.1,X
ENSG00000165675,ENSG00000165675.16,ENOX2,X
ENSG00000230249,ENSG00000230249.1,AC112653.1,X
ENSG00000232549,ENSG00000232549.1,SRD5A1P1,X
ENSG00000228459,ENSG00000228459.4,LINC01546,X
ENSG00000225858,ENSG00000225858.1,BX295541.1,X
ENSG00000101981,ENSG00000101981.11,F9,X
ENSG00000183479,ENSG00000183479.12,TREX2,X
ENSG00000235512,ENSG00000235512.1,TAB3-AS2,X
ENSG00000157625,ENSG00000157625.15,TAB3,X
ENSG00000224963,ENSG00000224963.3,U82695.1,X
ENSG00000231542,ENSG00000231542.1,TAB3-AS1,X
ENSG00000213397,ENSG00000213397.10,HAUS7,X
ENSG00000158526,ENSG00000158526.8,TSR2,X
ENSG00000102302,ENSG00000102302.8,FGD1,X
ENSG00000182492,ENSG00000182492.16,BGN,X
ENSG00000132446,ENSG00000132446.7,FTHL17,X
ENSG00000046653,ENSG00000046653.15,GPM6B,X
ENSG00000101825,ENSG00000101825.8,MXRA5,X
ENSG00000213487,ENSG00000213487.3,ASS1P4,X
ENSG00000173681,ENSG00000173681.16,BCLAF3,X
ENSG00000089472,ENSG00000089472.16,HEPH,X
ENSG00000213698,ENSG00000213698.2,AC240504.1,X
ENSG00000182162,ENSG00000182162.11,P2RY8,X
ENSG00000236188,ENSG00000236188.1,PRKX-AS1,X
ENSG00000183943,ENSG00000183943.6,PRKX,X
ENSG00000237730,ENSG00000237730.1,AC078991.1,X
ENSG00000182888,ENSG00000182888.5,AC007685.1,X
ENSG00000169059,ENSG00000169059.12,VCX3A,X
ENSG00000233535,ENSG00000233535.1,AC003035.2,X
ENSG00000212663,ENSG00000212663.2,AC003035.1,X
ENSG00000046647,ENSG00000046647.13,GEMIN8,X
ENSG00000225396,ENSG00000225396.5,FAM236D,X
ENSG00000268994,ENSG00000268994.3,FAM236B,X
ENSG00000184911,ENSG00000184911.14,DMRTC1B,X
ENSG00000269911,ENSG00000269911.1,FAM226B,X
ENSG00000187243,ENSG00000187243.16,MAGED4B,X
ENSG00000286431,ENSG00000286431.1,BX842570.1,X
ENSG00000285756,ENSG00000285756.2,BX890604.2,X
ENSG00000147162,ENSG00000147162.14,OGT,X
ENSG00000068323,ENSG00000068323.17,TFE3,X
ENSG00000237490,ENSG00000237490.3,RPS27AP17,X
ENSG00000233247,ENSG00000233247.3,AC002524.1,X
ENSG00000101846,ENSG00000101846.7,STS,X
ENSG00000130119,ENSG00000130119.16,GNL3L,X
ENSG00000279682,ENSG00000279682.1,AC120338.1,X
ENSG00000130021,ENSG00000130021.14,PUDP,X
ENSG00000228550,ENSG00000228550.1,AC073583.1,X
ENSG00000275520,ENSG00000275520.1,FAM236A,X
ENSG00000269502,ENSG00000269502.5,DMRTC1,X
ENSG00000228659,ENSG00000228659.1,LINC01201,X
ENSG00000283594,ENSG00000283594.1,FAM236C,X
ENSG00000184368,ENSG00000184368.16,MAP7D2,X
ENSG00000101958,ENSG00000101958.14,GLRA2,X
ENSG00000225722,ENSG00000225722.1,BX890604.1,X
ENSG00000236513,ENSG00000236513.1,AC074035.1,X
ENSG00000147256,ENSG00000147256.12,ARHGAP36,X
ENSG00000147144,ENSG00000147144.13,CCDC120,X
ENSG00000126952,ENSG00000126952.17,NXF5,X
ENSG00000226725,ENSG00000226725.2,PABPC1L2B-AS1,X
ENSG00000184388,ENSG00000184388.5,PABPC1L2B,X
ENSG00000186288,ENSG00000186288.5,PABPC1L2A,X
ENSG00000237650,ENSG00000237650.2,OR11Q1P,X
ENSG00000276205,ENSG00000276205.1,AL603758.1,X
ENSG00000231066,ENSG00000231066.3,NPM1P9,X
ENSG00000077274,ENSG00000077274.9,CAPN6,X
ENSG00000231963,ENSG00000231963.1,AL662864.1,X
ENSG00000204118,ENSG00000204118.2,NAP1L6,X
ENSG00000186462,ENSG00000186462.9,NAP1L2,X
ENSG00000230311,ENSG00000230311.2,TOMM20P4,X
ENSG00000237014,ENSG00000237014.1,AC004074.1,X
ENSG00000147174,ENSG00000147174.11,GCNA,X
ENSG00000235039,ENSG00000235039.1,MTND6P12,X
ENSG00000181544,ENSG00000181544.15,FANCB,X
ENSG00000186810,ENSG00000186810.8,CXCR3,X
ENSG00000225664,ENSG00000225664.3,YWHAZP8,X
ENSG00000131264,ENSG00000131264.3,CDX4,X
ENSG00000231356,ENSG00000231356.1,AL157698.1,X
ENSG00000226820,ENSG00000226820.2,AL592049.1,X
ENSG00000235892,ENSG00000235892.1,PKMP2,X
ENSG00000131080,ENSG00000131080.15,EDA2R,X
ENSG00000237265,ENSG00000237265.6,BX276092.7,X
ENSG00000283599,ENSG00000283599.2,BX276092.9,X
ENSG00000230934,ENSG00000230934.1,BX276092.4,X
ENSG00000281852,ENSG00000281852.1,LINC00891,X
ENSG00000215115,ENSG00000215115.6,CXorf49,X
ENSG00000226313,ENSG00000226313.1,MTCYBP12,X
ENSG00000238193,ENSG00000238193.1,AC112656.1,X
ENSG00000226870,ENSG00000226870.2,BX276092.2,X
ENSG00000237182,ENSG00000237182.1,BX276092.6,X
ENSG00000226280,ENSG00000226280.2,AL049641.1,X
ENSG00000236120,ENSG00000236120.7,AC110995.1,X
ENSG00000237717,ENSG00000237717.1,BX276092.8,X
ENSG00000233162,ENSG00000233162.1,MORF4L1P6,X
ENSG00000234442,ENSG00000234442.4,BX276092.5,X
ENSG00000215113,ENSG00000215113.6,CXorf49B,X
ENSG00000224617,ENSG00000224617.1,BX276092.1,X
ENSG00000229030,ENSG00000229030.1,BX276092.3,X
ENSG00000283178,ENSG00000283178.1,BX119927.1,X
ENSG00000288053,ENSG00000288053.1,AC231657.3,X
ENSG00000243279,ENSG00000243279.4,PRAF2,X
ENSG00000196998,ENSG00000196998.19,WDR45,X
ENSG00000173674,ENSG00000173674.11,EIF1AX,X
ENSG00000225037,ENSG00000225037.1,EIF1AX-AS1,X
ENSG00000233710,ENSG00000233710.1,AL049564.1,X
ENSG00000215197,ENSG00000215197.4,PGAM4P1,X
ENSG00000130150,ENSG00000130150.12,MOSPD2,X
ENSG00000102313,ENSG00000102313.9,ITIH6,X
ENSG00000182583,ENSG00000182583.12,VCX,X
ENSG00000237475,ENSG00000237475.2,RPL7P53,X
ENSG00000269904,ENSG00000269904.2,MAP2K4P1,X
ENSG00000274923,ENSG00000274923.1,AC005296.1,X
ENSG00000196933,ENSG00000196933.5,RPS26P11,X
ENSG00000225471,ENSG00000225471.5,BX119917.1,X
ENSG00000204131,ENSG00000204131.9,NHSL2,X
ENSG00000235929,ENSG00000235929.1,TPT1P14,X
ENSG00000236929,ENSG00000236929.2,AC112498.1,X
ENSG00000242732,ENSG00000242732.4,RTL5,X
ENSG00000006757,ENSG00000006757.12,PNPLA4,X
ENSG00000102225,ENSG00000102225.16,CDK16,X
ENSG00000177504,ENSG00000177504.10,VCX2,X
ENSG00000285679,ENSG00000285679.2,AC079142.1,X
ENSG00000077279,ENSG00000077279.18,DCX,X
ENSG00000204116,ENSG00000204116.11,CHIC1,X
ENSG00000230146,ENSG00000230146.1,SEPHS1P4,X
ENSG00000229807,ENSG00000229807.12,XIST,X
ENSG00000169083,ENSG00000169083.17,AR,X
ENSG00000102048,ENSG00000102048.16,ASB9,X
ENSG00000010404,ENSG00000010404.18,IDS,X
ENSG00000205642,ENSG00000205642.10,VCX3B,X
ENSG00000154545,ENSG00000154545.16,MAGED4,X
ENSG00000270641,ENSG00000270641.1,TSIX,X
ENSG00000287171,ENSG00000287171.1,AC006062.1,X
ENSG00000241489,ENSG00000241489.8,AC244197.3,X
ENSG00000197620,ENSG00000197620.11,CXorf40A,X
ENSG00000238039,ENSG00000238039.1,AC244197.2,X
ENSG00000176289,ENSG00000176289.4,IDSP1,X
ENSG00000241769,ENSG00000241769.7,LINC00893,X
ENSG00000283697,ENSG00000283697.2,HSFX3,X
ENSG00000235196,ENSG00000235196.3,Z68868.1,X
ENSG00000166432,ENSG00000166432.15,ZMAT1,X
ENSG00000223904,ENSG00000223904.2,HMGB1P12,X
ENSG00000260802,ENSG00000260802.1,SERTM2,X
ENSG00000229939,ENSG00000229939.1,AL589880.1,X
ENSG00000225031,ENSG00000225031.1,EIF4BP7,X
ENSG00000236189,ENSG00000236189.2,RPL18AP15,X
ENSG00000011201,ENSG00000011201.12,ANOS1,X
ENSG00000102309,ENSG00000102309.15,PIN4,X
ENSG00000125931,ENSG00000125931.11,CITED1,X
ENSG00000147099,ENSG00000147099.21,HDAC8,X
ENSG00000165192,ENSG00000165192.14,ASB11,X
ENSG00000237225,ENSG00000237225.2,OR13K1P,X
ENSG00000286060,ENSG00000286060.1,AL365256.1,X
ENSG00000287806,ENSG00000287806.1,AL135784.1,X
ENSG00000230973,ENSG00000230973.1,AL049734.2,X
ENSG00000147255,ENSG00000147255.19,IGSF1,X
ENSG00000234201,ENSG00000234201.1,BMI1P1,X
ENSG00000260118,ENSG00000260118.1,AL157700.1,X
ENSG00000225574,ENSG00000225574.1,DRAXINP1,X
ENSG00000179028,ENSG00000179028.4,AC245177.1,X
ENSG00000287215,ENSG00000287215.1,AC231759.2,X
ENSG00000276474,ENSG00000276474.1,AC231759.1,X
ENSG00000155622,ENSG00000155622.7,XAGE2,X
ENSG00000225957,ENSG00000225957.1,AC231532.1,X
ENSG00000276897,ENSG00000276897.1,AC231532.2,X
ENSG00000250084,ENSG00000250084.1,BX510359.5,X
ENSG00000224556,ENSG00000224556.2,BX510359.1,X
ENSG00000079482,ENSG00000079482.13,OPHN1,X
ENSG00000232787,ENSG00000232787.2,OR7L1P,X
ENSG00000228450,ENSG00000228450.2,AL049734.1,X
ENSG00000242610,ENSG00000242610.2,OR5BH1P,X
ENSG00000229082,ENSG00000229082.2,OR5AW1P,X
ENSG00000171054,ENSG00000171054.8,OR13H1,X
ENSG00000234288,ENSG00000234288.2,OR1AA1P,X
ENSG00000185903,ENSG00000185903.10,OR11N1P,X
